source,split,image,bolt_boxes,nut_boxes,ignored_boxes,review_status
fastener_object_detection,train,fastener_object_detection__062ButtonSocketCapScrew__31506_jpg.rf.dbc69657aab77236f1aa979acfcfd882__f5f4b32b31.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__063FlatSHCS__31545_png_jpg.rf.16cc6efe4497810a6c421684ed17cd18__c46a842552.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__06_png_jpg.rf.01e638b6e987e8cf86f222b112fbc083__c0f41af82c.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__07_png_jpg.rf.aa98577f821f775aea4a3c82a1cce8eb__d8307d5e4c.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__08_png_jpg.rf.4f1bf02a1368ca526e45acb99c653181__5f4bfd3ef5.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__09_png_jpg.rf.409e16f1b738d6d8c90abaf45614c8e4__8999a5a827.jpg,0,0,6,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1-1616355063_JPG_jpg.rf.0902c5feb69644d6a3a87bb0ce75200f__428ffa3072.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1000_F_211324621_DxmL7f47ieqhAWewfuA1sQkhzYJzNqMQ_jpg.rf.aae1bbc143bb6f3d74700257f0c5c479__8b24c3d99e.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1000_F_372668205_Y3zO1w67zpH6IJq1pctQvquAeAMtctL1_jpg.rf.726b80ee5137d32ff96d8d2d7cf87d40__02eb395c3e.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1000_F_43538016_lxUJkFsTgNlLPWGwK1vE2C7crZsUwrNY_jpg.rf.9e77d8b9008455883e646f2df422e018__cfba664df3.jpg,0,0,6,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1013-100012-2_jpg.rf.834468a113be11f3948826b678668950__878ea738f6.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__11-147__13416-1619707446-1280-1280__55993_jpg.rf.5367175ac6cd909df86805cc1f463316__a66adcdb62.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__11_png_jpg.rf.35a712db1e69d0e0351688a580981391__3402eafc65.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__12-6430_jpg.rf.3ed2079fc9db737abf804156181da021__176ec3163b.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__139372d8292dadcf2b4b6e848a2278a0_jpg.rf.c53ea8f22aa87038f59422961524a2af__e479e40ca9.jpg,2,0,0,source_annotation_pending_spot_check
fastener_object_detection,valid,fastener_object_detection__13_png_jpg.rf.e131c0584997b2f6592a7e2989b9617c__84e5102497.jpg,1,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__14_png_jpg.rf.8280df5c46508279fa6571e522e4c2cb__9695ac1299.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1508_A2Z_jpg.rf.6d438facbbc5c025745f3f316ec19096__b1425276d6.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__15_png_jpg.rf.c5520070dbf9fc31c2ab0683604e2680__65d60f852f.jpg,2,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__17_png_jpg.rf.8c7c2c5276e5f52d8af1066aa7222645__8df6242354.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__186ww22jzuw81_jpg.rf.669f4c4d85c17c136edcc4a0440781a2__0efe1230fa.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__19_png_jpg.rf.0b02ab43c5bf8a1a94918c04dd2fee64__6508f67d9d.jpg,2,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__1_png_jpg.rf.52bb1888eb462681acb08136044eb142__4d98518a9e.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__2-50-Pcs-304-Stainless-Steel-Round-Head-Hexagon-Socket-Screw-Pan-Head-Bolt-Half-Round_jpg.rf.120a559d9db66b5f7706e23731b475d4__d11666d079.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230420_133147_jpg.rf.89d3056466aa3d6fe704a441b7e8c24c__4a45290bf4.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230420_133156_jpg.rf.4941792356cb194c2db35a79e741aff9__c86f3c30e6.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230420_133354_jpg.rf.56f56007d3ae1ced505afd9178786a8b__e5eafc4eee.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230420_133510_jpg.rf.088ba15a041defa5b1b2b108ef1ea7e8__f63b975e60.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230420_133519_jpg.rf.47d8cd14a18890befced1c0763f8ea75__51bebc52e3.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__20230516_153117_jpg.rf.26ca9712fc7d574d512d8d6cbc95e1ec__cef4a3626f.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230516_153125_jpg.rf.4471692d5fcadd122952a37c0e755de6__a8b923ea92.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__20230601_181010_jpg.rf.c71688d467fd92a7e4daacb962e67c8c__1681ad24bf.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230601_181021_jpg.rf.55403216e7f94fe697e8aef65174ba58__3a5bd31d25.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230601_181035_jpg.rf.15829b55248c127a033143bd82eb7ab1__a350dd20db.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230601_181044_jpg.rf.0c25d1055e4efe6eefc27519ba948b79__dfce530bb0.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230601_181049_jpg.rf.40eff9433fcf338ffd759cd5346f1d3a__67e167f8cf.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230718_132148_jpg.rf.0f6d83f87ea4fe2e953948fa7b83336b__bbe5a4967e.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230720_152436_jpg.rf.5e43278a1d5b2cda7c6ce8bc28750b91__6e07eeda6f.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230720_181359_jpg.rf.0ab806b948b70eeea3237b4ec6811089__f4ef2c4487.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230720_181621_jpg.rf.3100139e0fe1de8cfb5d376ef64ccdd7__7dde5f967b.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230720_181734_jpg.rf.c9d14070546e63629628306e1a6a2867__440b60667b.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230720_181803_jpg.rf.7ddef55d808cc00dad7e32653d2ba637__d4910998e0.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230721_114250_jpg.rf.d65d145c555b69b75d565ac9a2ae25a6__1f8d9e9f2c.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230721_114319_jpg.rf.06bd0e22f9fe120c06b0b9274696b987__214596d155.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__20230721_114336_jpg.rf.2528534ed7c841303ffcd645f3e5adf8__8eee47420d.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__21_png_jpg.rf.20b24974e58bdd966d2711c386442f10__088bd8d8f1.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__21D6-d1dsL-_AC_UF894-1000_QL80__jpg.rf.069f2f2a3139265fbdf345785f3f012a__52a176c3e7.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__21f-mdZgkL-_AC_UF894-1000_QL80__jpg.rf.4d891e51dac11680afc4228bcead3920__272aaf4049.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__21fJt4uBuPL-_AC_UF1000-1000_QL80__jpg.rf.12153831bca68d7c1c395f4e7105d45a__83c2508e1f.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__21SjI2jjwoL-_AC_UF894-1000_QL80__jpg.rf.25be68dc707dbd6e0608459dd3c27bc8__4288b1908d.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__221005397188_jpg.rf.76ebed2b32ca13d7b2516b33bc6e2b69__1be61c5adc.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__22_png_jpg.rf.212b0c2260ac84bc5474a94e4dec52f9__9a28fd8287.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__233896_jpg.rf.66eec836f9c315afdf0bbbcf3b79fec4__c9b156b88d.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__23_png_jpg.rf.485117f9cf0fd0d7b038b6b103a0d8b5__8ec297f14f.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__24_png_jpg.rf.65e80cb7ff33dc42b2aded83fc768bcc__63622da639.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__265_jpg.rf.07fb3e5ff8422fb3531d1cf158711558__c6025ccf18.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__26_png_jpg.rf.82bebd74b837ed526dd098deaa3b38df__6658439feb.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__27_png_jpg.rf.25d087652b7e09b72ad5835e62565cf2__b03a5ebb43.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__28_png_jpg.rf.3ba1affc453e16a64a2caf1753c5d0b2__79297ea802.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__29_png_jpg.rf.43c74bd20eec42de25223c9d170294c0__1b20760f2b.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__30_png_jpg.rf.e37d9d06f866deb952842c563ba41aec__329336418c.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__3128FdEE8pL-_AC_UF350-350_QL50__jpg.rf.1250e283268f28272ae4668a27eabf93__2c117c5427.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,valid,fastener_object_detection__31Acztlsi3L-_AC_UF894-1000_QL80__jpg.rf.481467f4c316513c74c2073c4100a367__79d0e520bc.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31Bqn91wYeL_jpg.rf.8cc5e71b83eeba7e2dc9581d51a1c8e3__14cd7c4927.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31FE8aKV9nL-_AC_UF350-350_QL50__jpg.rf.48ac1480717cabbe8cc36cbf2c8a72f6__505d6342cf.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31iEk0Uo3wL-_AC_UF894-1000_QL80__jpg.rf.71af2628b11a3b7dbc7c325574f1236b__5c080a4cf4.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31LZl7AXrgL-_AC_UF350-350_QL80__jpg.rf.23e5128b509789f0433a15ca380f8aea__cc3b634168.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31pMC2p6GaL-_AC_UF894-1000_QL80__jpg.rf.1796ffdb97f5d8ee4b366232ad314ed2__3f921edf26.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31psWfr5VcL-_AC_UF894-1000_QL80__jpg.rf.33b1fac8ef9b0cbb5b2444531688573c__e96a3e25d4.jpg,0,0,4,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31qCTzVCA4L-_AC_UF894-1000_QL80__jpg.rf.d508b408026103e8751e80e1a79e921e__f8312d45f8.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__31xwQ4tckZL-_AC_UF894-1000_QL80__jpg.rf.eda4bd7ff6576fd23aea5e08eb9da8cb__917a860ffd.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__34-Phillips_jpg.rf.be5b35f2afca6aebe16122f33b74e28c__f5852e1c23.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__34_png_jpg.rf.4a12015cff24e4bcb45c4e87a3bc6a37__a19a00c53b.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__359575605_927381888366395_8549245216610049348_n_png_jpg.rf.3f0959ab2f9e729fa7d288da10b43510__04f18d342b.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__35_png_jpg.rf.7f787957679c09d3b88ef1869f29a21f__e9b53e5472.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__360_F_209900604_pjiN2SfAhaX7R5XVat9vpIiIwWg7HLMw_jpg.rf.9aa60daeb03fa63baf0130f9dcb139bb__86420899b2.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__360_F_26584523_KlwoW4FDGSWL9HRKu0SCiwNMNwyQlXIw_jpg.rf.bd4042e84ad0edcb3b1da71cf91f2055__c79b2912fe.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361178164_1732513597168811_6008897734173454445_n_png_jpg.rf.3ea1b2c42013368f48bc826dc7a047ea__e17b96f9e2.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361413974_3130309997272881_7420880281537816489_n_png_jpg.rf.7af77da23551eecef8b14f289bda592c__df44451b52.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361582071_751867460275519_8850805954338109221_n_png_jpg.rf.1db13e4397ae4263c3410b6f754a60a1__84f6629d2d.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361634820_668088925244466_4029939027335017106_n_png_jpg.rf.93f314fea2114124df5fe0b7731ec08a__69b89322a1.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361653131_644893920691407_8049798322344876850_n_png_jpg.rf.1a9c611adb2ec6e22603b047419320b8__733874fec5.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361663986_822244229128842_2290078688266508819_n_png_jpg.rf.b29a14eb1abc72fa2f26859916454767__90042c9dc0.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361665310_1265659327410215_8938535908048470731_n_png_jpg.rf.04dfe251162e009e5dcf37d9adf665c1__33bdd03508.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361677505_828353162147094_7836927154532635429_n_png_jpg.rf.e0369c89b6332fd7055afa1da2855110__f36db1054a.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,valid,fastener_object_detection__361678240_192678760191432_2269587605838625072_n_png_jpg.rf.f646c8cfa9b8bcf9ddda337089e50f0d__f700c8f374.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361678662_804613144642714_5137688654570573658_n_png_jpg.rf.b6b89562e684223cc4765ee88e7c1ac6__c973dc8e18.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361682015_670528681665048_5731525663655072614_n_png_jpg.rf.035fe521aed457b4bc838e46c621654e__1c089ff4cd.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__361688278_612407607646218_7826515460563644447_n_png_jpg.rf.50c94f96d320dd54c6c8967107c72d72__963e2b08d7.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,valid,fastener_object_detection__361709386_3400995426819213_764735168986122880_n_png_jpg.rf.f30e0ec9c1a2294aadb615d43b9d3344__97e559e278.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__36_png_jpg.rf.15cd7d313e0d30e1e48f655cc70837d1__b4dda8ac99.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__37_png_jpg.rf.0e02c07365d7f59cdc959ef845cafc45__ba0b0f08f5.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__37bdbbc0-43cf-465d-bc65-0637ebdfcc8e-ecddbadbea6e9596f0cb8efeb32422f0_jpeg_jpg.rf.0141e12d2667ff7427354759ba7b7337__1aac5cee63.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__38_png_jpg.rf.2e6f13227c7b90a71288a0af1bbc8210__3687ac831b.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__39_png_jpg.rf.861c2ffb1824b20e368f3fef6f4bb287__a36f95daa2.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__3_png_jpg.rf.45d862ca877f3be18a7274fb0b9b8e0b__c3ceb5f2d9.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__4-mm-allen-key-screw_jpg.rf.4d603b15a338618360d9f5a4ef3f3b04__d7e71fed99.jpg,1,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__40_png_jpg.rf.251caf5f40bd7db101ae09c4629b9ec3__3cee680a63.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41289tmBHmL_jpg.rf.d656289acb74c49e77976eafa82ead7a__122f414a79.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__414DXEPMlLL-_AC_UF894-1000_QL80__jpg.rf.6976e81fe3ebc5579e65b0dc0093494d__f9f8d14527.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__415ZKReGeZL-_AC_UF894-1000_QL80__jpg.rf.1ce791b1541b8f933e69c00c1a51385e__d5fae69926.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__416ZN3SOywL-_AC_UF1000-1000_QL80__jpg.rf.4573a1fffc8c570c2ccc968f09c28245__c20fa79db5.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__418LCDIZvTL-_AC_UF1000-1000_QL80__jpg.rf.16cd3f51841c3b8f3810f7d53d4868ed__1361931078.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41_png_jpg.rf.54245726511e2ed1cbde801df452f203__278c9ba1ac.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41BJm7YKz6L-_AC_UF894-1000_QL80__jpg.rf.442ff85bca68aac9bda8079c182f4c20__21aabfcd0e.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41BYZEkeksL-_AC_UF350-350_QL80__jpg.rf.9c562fdf16b004ee9af08a93172899d9__9980a0c920.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41dxNk73isL-_AC_UF894-1000_QL80__jpg.rf.09a40ebe32c89d82e6092fa0233034b9__3b8d698158.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41e8SAXBqCL-_AC_UL210_SR210-210__jpg.rf.02d1aa480937919667eeddb6473b7b4d__16893a6e29.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41FhGv5MOyL-_AC_UF894-1000_QL80__jpg.rf.58d36904fc21dad656e1172ee876ce3d__0a33d0742c.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41j4waE5I3L-_AC_UF894-1000_QL80__jpg.rf.11e8699f3b9c993938d101b05d04e18e__0d049d2e00.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41k-cUqeBbL-_AC_UF894-1000_QL80__jpg.rf.2127ea7dc2ae1cf576e4e4be428ff8ae__1a3f182c0e.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41Kx8pFUC2L-_AC_UF894-1000_QL80__jpg.rf.07730aeb21b94426c329af1801864ad9__585b2ecb15.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41MTnNJM-tL-_AC_UF1000-1000_QL80__jpg.rf.be50504001f0d4ba7e99b366e53906be__df5aaaaf50.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41nm7PRUjsL-_AC_UF894-1000_QL80__jpg.rf.95b0a3268a139867d28b47ad2e337933__97e984d633.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41rh6-gBlNL-_AC_UF1000-1000_QL80__jpg.rf.af8a270fb4a8494724e7a681aca91894__d16fb8175c.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41SqYgryWIL-_AC_UF894-1000_QL80__jpg.rf.cb79c209e4015fc0dcacb4ac86696e3c__ad106a2d48.jpg,1,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41X-b6gZaDL-_AC_UF894-1000_QL80__jpg.rf.48dcdb70b335571787be64c44191fbec__3d629ffa85.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__41zpMPRUYNS-_AC_UF1000-1000_QL80__jpg.rf.418628e52a43d40112430472ae1199c1__0b181e6581.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__42_png_jpg.rf.931806d536e01c57c09026dd36cf003e__14feda9df1.jpg,0,0,3,source_annotation_pending_spot_check
fastener_object_detection,test,fastener_object_detection__43_png_jpg.rf.93ccb302942b6a889773e16e0384a7ce__d57e180b46.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__4450e61c-9624-4c59-89f4-b6d0e4233bd4-9e7fb3de988c27240a6eaf4749dd268e_jpeg_jpg.rf.410942b2a11aea72263cd46e7e1d781a__0e5577a633.jpg,0,0,0,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__44_png_jpg.rf.73c2461d18a41a09a7d422f883b6ff6a__b31db5fc48.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__46_png_jpg.rf.b309a7ddfda774254241d02ca0a4cc13__d7c1819225.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__47_png_jpg.rf.4090b4bb6ff36ee6ddfb6423fd8c4e9b__ae3617cbe4.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__48_png_jpg.rf.d8bbbeaae0f5841fa7a99b8069972c23__3c577e06ec.jpg,0,0,2,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__4_png_jpg.rf.0687a158172a1768e7b53ad90400516f__e2758cc9ee.jpg,0,0,1,source_annotation_pending_spot_check
fastener_object_detection,train,fastener_object_detection__5-50pcs-CM-M2-M2-5-M3-M4-M5-M6-M8-A2-70-304-Stainless-Steel_jpg.rf.8d083cb4ac572665c085d5b18485f9c2__d33fa7a966.jpg,0,0,0,source_annotation_pending_spot_check
